Feature,Feature Systematic Name,Feature Type,Coordinates,Start,End,Strand,essential_or_not,Feature Systematic Name
MNT3,YIL014W,ORF,326103-327995,326103,327995,+,not essential,YIL014W
PDR11,YIL013C,ORF,328207-332442,328207,332442,-,not essential,YIL013C
YIL012W,YIL012W,ORF,333011-333352,333011,333352,+,not essential,YIL012W
TIR3,YIL011W,ORF,333727-334536,333727,334536,+,not essential,YIL011W
DOT5,YIL010W,ORF,334882-335529,334882,335529,+,not essential,YIL010W
EST3,YIL009C-A,ORF,335666-336212,335666,336212,-,not essential,YIL009C-A
YNCI0010C,YNCI0010C,tRNA gene,336349-336420,336349,336420,-,not essential,YNCI0010C
YILCdelta5,YILCdelta5,long terminal repeat,336708-336897,336708,336897,-,not essential,YILCdelta5
FAA3,YIL009W,ORF,339344-341428,339344,341428,+,not essential,YIL009W
ARS919,ARS919,ARS,341976-342045,341976,342045,0,not essential,ARS919
URM1,YIL008W,ORF,342536-342835,342536,342835,+,not essential,YIL008W
NAS2,YIL007C,ORF,342994-343656,342994,343656,-,not essential,YIL007C
YIA6,YIL006W,ORF,344062-345183,344062,345183,+,not essential,YIL006W
EPS1,YIL005W,ORF,345692-347797,345692,347797,+,not essential,YIL005W
BET1,YIL004C,ORF,347946-348505,347946,348505,-,essential,YIL004C
CFD1,YIL003W,ORF,349122-350003,349122,350003,+,essential,YIL003W
CMI7,YIL002W-A,ORF,350301-350510,350301,350510,+,not essential,YIL002W-A
INP51,YIL002C,ORF,350591-353431,350591,353431,-,not essential,YIL002C
YIL001W,YIL001W,ORF,353940-355481,353940,355481,+,not essential,YIL001W
CEN9,CEN9,centromere,355629-355745,355629,355745,+,not essential,CEN9
SGN1,YIR001C,ORF,356143-356895,356143,356895,-,not essential,YIR001C
ARS920,ARS920,ARS,357160-357396,357160,357396,0,not essential,ARS920
MPH1,YIR002C,ORF,357415-360396,357415,360396,-,not essential,YIR002C
AIM21,YIR003W,ORF,360885-362924,360885,362924,+,not essential,YIR003W
ARS921,ARS921,ARS,362924-363221,362924,363221,0,not essential,ARS921
DJP1,YIR004W,ORF,363221-364519,363221,364519,+,essential,YIR004W
IST3,YIR005W,ORF,364889-365335,364889,365335,+,not essential,YIR005W
PAN1,YIR006C,ORF,365466-369908,365466,369908,-,essential,YIR006C
YNCI0011W,YNCI0011W,tRNA gene,370417-370488,370417,370488,+,not essential,YNCI0011W
EGH1,YIR007W,ORF,370704-372998,370704,372998,+,not essential,YIR007W
PRI1,YIR008C,ORF,373077-374306,373077,374306,-,essential,YIR008C
MSL1,YIR009W,ORF,374525-374860,374525,374860,+,not essential,YIR009W
DSN1,YIR010W,ORF,375431-377161,375431,377161,+,essential,YIR010W
STS1,YIR011C,ORF,377287-378246,377287,378246,-,essential,YIR011C
SQT1,YIR012W,ORF,378486-379781,378486,379781,+,essential,YIR012W
GAT4,YIR013C,ORF,380019-380384,380019,380384,-,not essential,YIR013C
VLD1,YIR014W,ORF,381086-381814,381086,381814,+,not essential,YIR014W
RPR2,YIR015W,ORF,381948-382382,381948,382382,+,essential,YIR015W
YIR016W,YIR016W,ORF,382628-383425,382628,383425,+,not essential,YIR016W
MET28,YIR017C,ORF,383556-384119,383556,384119,-,not essential,YIR017C
YIR017W-A,YIR017W-A,ORF,383566-384165,383566,384165,+,not essential,YIR017W-A
YAP5,YIR018W,ORF,384609-385346,384609,385346,+,not essential,YIR018W
YIR018C-A,YIR018C-A,ORF,385564-385701,385564,385701,-,not essential,YIR018C-A
FLO11,YIR019C,ORF,389572-393675,389572,393675,-,not essential,YIR019C
ICR1,YNCI0012,ncRNA gene,393884-397082,393884,397082,-,not essential,YNCI0012
YIR020C,YIR020C,ORF,394255-394557,394255,394557,-,not essential,YIR020C
YIR020W-A,YIR020W-A,ORF,394917-395159,394917,395159,+,not essential,YIR020W-A
PWR1,YNCI0013W,ncRNA gene,395999-396939,395999,396939,+,not essential,YNCI0013W
YIR020C-B,YIR020C-B,ORF,397215-397949,397215,397949,-,not essential,YIR020C-B
MRS1,YIR021W,ORF,397294-398385,397294,398385,+,not essential,YIR021W
YIR021W-A,YIR021W-A,ORF,398514-398726,398514,398726,+,not essential,YIR021W-A
SEC11,YIR022W,ORF,398733-399236,398733,399236,+,essential,YIR022W
DAL81,YIR023W,ORF,399777-402689,399777,402689,+,not essential,YIR023W
YIR023C-A,YIR023C-A,ORF,402383-402706,402383,402706,-,not essential,YIR023C-A
INA22,YIR024C,ORF,402841-403491,402841,403491,-,not essential,YIR024C
MND2,YIR025W,ORF,403659-404765,403659,404765,+,not essential,YIR025W
YVH1,YIR026C,ORF,404873-405967,404873,405967,-,not essential,YIR026C
DAL1,YIR027C,ORF,406260-407642,406260,407642,-,not essential,YIR027C
DAL4,YIR028W,ORF,408468-410375,408468,410375,+,not essential,YIR028W
DAL2,YIR029W,ORF,410807-411838,410807,411838,+,not essential,YIR029W
ARS922,ARS922,ARS,411935-412011,411935,412011,0,not essential,ARS922
DCG1,YIR030C,ORF,412036-412770,412036,412770,-,not essential,YIR030C
YIR030W-A,YIR030W-A,ORF,412899-413282,412899,413282,+,not essential,YIR030W-A
DAL7,YIR031C,ORF,413015-414679,413015,414679,-,not essential,YIR031C
DAL3,YIR032C,ORF,415030-415617,415030,415617,-,not essential,YIR032C
MGA2,YIR033W,ORF,416124-419465,416124,419465,+,not essential,YIR033W
LYS1,YIR034C,ORF,419615-420736,419615,420736,-,not essential,YIR034C
NRE1,YIR035C,ORF,421026-421790,421026,421790,-,not essential,YIR035C
IRC24,YIR036C,ORF,422074-422865,422074,422865,-,not essential,YIR036C
YIR036W-A,YIR036W-A,ORF,422635-423036,422635,423036,+,not essential,YIR036W-A
HYR1,YIR037W,ORF,423128-423619,423128,423619,+,not essential,YIR037W
GTT1,YIR038C,ORF,423809-424513,423809,424513,-,not essential,YIR038C
YIRCdelta6,YIRCdelta6,long terminal repeat,426201-426425,426201,426425,-,not essential,YIRCdelta6
YPS6,YIR039C,ORF,430498-432111,430498,432111,-,not essential,YIR039C
YIR040C,YIR040C,ORF,433389-433721,433389,433721,-,not essential,YIR040C
PAU15,YIR041W,ORF,433929-434303,433929,434303,+,not essential,YIR041W
YIR042C,YIR042C,ORF,435273-435983,435273,435983,-,not essential,YIR042C
YIR043C,YIR043C,blocked reading frame,437043-438179,437043,438179,-,not essential,YIR043C
TEL09R,TEL09R,telomere,439068-439888,439068,439888,+,not essential,TEL09R
TEL10L,TEL10L,telomere,1-7767,1,7767,-,not essential,TEL10L
ARS1001,ARS1001,ARS,65-577,65,577,0,not essential,ARS1001
YJL225C,YJL225C,ORF,466-6130,466,6130,-,not essential,YJL225C
YJL225W-A,YJL225W-A,ORF,829-1311,829,1311,+,not essential,YJL225W-A
ARS1002,ARS1002,ARS,7445-7943,7445,7943,0,not essential,ARS1002
PAU1,YJL223C,ORF,8776-9138,8776,9138,-,not essential,YJL223C
YJL222W-B,YJL222W-B,ORF,9346-9483,9346,9483,+,not essential,YJL222W-B
YJL222W-A,YJL222W-A,ORF,9452-9679,9452,9679,+,not essential,YJL222W-A
VTH2,YJL222W,ORF,11475-16124,11475,16124,+,not essential,YJL222W
ARS1003,ARS1003,ARS,16124-16762,16124,16762,0,not essential,ARS1003
IMA4,YJL221C,ORF,16767-18536,16767,18536,-,not essential,YJL221C
YJL220W,YJL220W,ORF,18243-18695,18243,18695,+,not essential,YJL220W
HXT9,YJL219W,ORF,19497-21200,19497,21200,+,not essential,YJL219W
YJL218W,YJL218W,ORF,21973-22563,21973,22563,+,not essential,YJL218W
REE1,YJL217W,ORF,23133-23729,23133,23729,+,not essential,YJL217W
ARS1004,ARS1004,ARS,23662-24158,23662,24158,0,not essential,ARS1004
IMA5,YJL216C,ORF,24341-26086,24341,26086,-,not essential,YJL216C
YJL215C,YJL215C,ORF,26412-26771,26412,26771,-,not essential,YJL215C
HXT8,YJL214W,ORF,26887-28596,26887,28596,+,not essential,YJL214W
YJL213W,YJL213W,ORF,32163-33158,32163,33158,+,not essential,YJL213W
OPT1,YJL212C,ORF,33850-36249,33850,36249,-,not essential,YJL212C
YJL211C,YJL211C,ORF,36757-37200,36757,37200,-,not essential,YJL211C
PEX2,YJL210W,ORF,36919-37734,36919,37734,+,not essential,YJL210W
CBP1,YJL209W,ORF,38005-39969,38005,39969,+,not essential,YJL209W
NUC1,YJL208C,ORF,40194-41183,40194,41183,-,not essential,YJL208C
LAA1,YJL207C,ORF,41389-47433,41389,47433,-,not essential,YJL207C
YJL206C,YJL206C,ORF,47659-49935,47659,49935,-,not essential,YJL206C
NCE101,YJL205C,ORF,50139-50443,50139,50443,-,not essential,YJL205C
RCY1,YJL204C,ORF,50629-53151,50629,53151,-,not essential,YJL204C
PRP21,YJL203W,ORF,53341-54183,53341,54183,+,essential,YJL203W
YJL202C,YJL202C,ORF,53943-54290,53943,54290,-,not essential,YJL202C
ECM25,YJL201W,ORF,54379-56178,54379,56178,+,not essential,YJL201W
ACO2,YJL200C,ORF,56444-58813,56444,58813,-,not essential,YJL200C
YNCJ0001C,YNCJ0001C,tRNA gene,59100-59172,59100,59172,-,not essential,YNCJ0001C
YJLWdelta1,YJLWdelta1,long terminal repeat,59505-59784,59505,59784,+,not essential,YJLWdelta1
MBB1,YJL199C,ORF,59856-60182,59856,60182,-,not essential,YJL199C
PHO90,YJL198W,ORF,60844-63489,60844,63489,+,not essential,YJL198W
UBP12,YJL197W,ORF,63805-67569,63805,67569,+,not essential,YJL197W
YJL197C-A,YJL197C-A,ORF,65805-66086,65805,66086,-,not essential,YJL197C-A
ARS1005,ARS1005,ARS,67663-67736,67663,67736,0,not essential,ARS1005
ELO1,YJL196C,ORF,67850-68782,67850,68782,-,not essential,YJL196C
YJL195C,YJL195C,ORF,69241-69942,69241,69942,-,not essential,YJL195C
CDC6,YJL194W,ORF,69338-70879,69338,70879,+,essential,YJL194W
YJL193W,YJL193W,ORF,71366-72574,71366,72574,+,not essential,YJL193W
SOP4,YJL192C,ORF,72710-73414,72710,73414,-,not essential,YJL192C
RPS14B,YJL191W,ORF,73787-74611,73787,74611,+,not essential,YJL191W
RPS22A,YJL190C,ORF,74910-75302,74910,75302,-,not essential,YJL190C
RPL39,YJL189W,ORF,75933-76474,75933,76474,+,not essential,YJL189W
BUD19,YJL188C,ORF,76202-76510,76202,76510,-,not essential,YJL188C
SWE1,YJL187C,ORF,76803-79262,76803,79262,-,not essential,YJL187C
MNN5,YJL186W,ORF,80155-81915,80155,81915,+,not essential,YJL186W
ATG36,YJL185C,ORF,82095-82976,82095,82976,-,not essential,YJL185C
GON7,YJL184W,ORF,83448-83819,83448,83819,+,not essential,YJL184W
MNN11,YJL183W,ORF,84068-85336,84068,85336,+,not essential,YJL183W
YJL182C,YJL182C,ORF,85435-85752,85435,85752,-,not essential,YJL182C
RBH1,YJL181W,ORF,85660-87495,85660,87495,+,not essential,YJL181W
ATP12,YJL180C,ORF,87583-88560,87583,88560,-,not essential,YJL180C
PFD1,YJL179W,ORF,88787-89116,88787,89116,+,not essential,YJL179W
ATG27,YJL178C,ORF,89282-90097,89282,90097,-,not essential,YJL178C
RPL17B,YJL177W,ORF,90786-91657,90786,91657,+,not essential,YJL177W
SWI3,YJL176C,ORF,92053-94530,92053,94530,-,not essential,YJL176C
YJL175W,YJL175W,ORF,94049-94561,94049,94561,+,not essential,YJL175W
KRE9,YJL174W,ORF,95092-95922,95092,95922,+,essential,YJL174W
RFA3,YJL173C,ORF,96161-96529,96161,96529,-,essential,YJL173C
CPS1,YJL172W,ORF,97737-99467,97737,99467,+,not essential,YJL172W
ARS1006,ARS1006,ARS,99458-99678,99458,99678,0,not essential,ARS1006
TOH1,YJL171C,ORF,99704-100894,99704,100894,-,not essential,YJL171C
ASG7,YJL170C,ORF,101150-101779,101150,101779,-,not essential,YJL170C
YJL169W,YJL169W,ORF,102099-102467,102099,102467,+,not essential,YJL169W
SET2,YJL168C,ORF,102227-104428,102227,104428,-,not essential,YJL168C
ERG20,YJL167W,ORF,105014-106072,105014,106072,+,essential,YJL167W
QCR8,YJL166W,ORF,106434-106718,106434,106718,+,not essential,YJL166W
HAL5,YJL165C,ORF,106894-109461,106894,109461,-,not essential,YJL165C
TPK1,YJL164C,ORF,109966-111159,109966,111159,-,essential,YJL164C
YJL163C,YJL163C,ORF,111666-113333,111666,113333,-,not essential,YJL163C
ARS1007,ARS1007,ARS,113678-113749,113678,113749,0,not essential,ARS1007
JJJ2,YJL162C,ORF,113878-115629,113878,115629,-,not essential,YJL162C
YNCJ0002C,YNCJ0002C,tRNA gene,115939-116010,115939,116010,-,not essential,YNCJ0002C
FMP33,YJL161W,ORF,117245-117787,117245,117787,+,not essential,YJL161W
PIR5,YJL160C,ORF,117962-118825,117962,118825,-,not essential,YJL160C
HSP150,YJL159W,ORF,120449-121690,120449,121690,+,not essential,YJL159W
CIS3,YJL158C,ORF,122265-122948,122265,122948,-,not essential,YJL158C
FAR1,YJL157C,ORF,123836-126328,123836,126328,-,essential,YJL157C
YJL156W-A,YJL156W-A,ORF,126604-126825,126604,126825,+,not essential,YJL156W-A
SSY5,YJL156C,ORF,126853-128952,126853,128952,-,essential,YJL156C
FBP26,YJL155C,ORF,129285-130643,129285,130643,-,not essential,YJL155C
VPS35,YJL154C,ORF,131101-133935,131101,133935,-,not essential,YJL154C
INO1,YJL153C,ORF,134332-135933,134332,135933,-,not essential,YJL153C
YJL152W,YJL152W,ORF,136174-136533,136174,136533,+,not essential,YJL152W
SNA3,YJL151C,ORF,136372-136773,136372,136773,-,not essential,YJL151C
YJL150W,YJL150W,ORF,137123-137425,137123,137425,+,not essential,YJL150W
DAS1,YJL149W,ORF,137379-139370,137379,139370,+,not essential,YJL149W
SNR128,YNCJ0003C,snoRNA gene,139566-139691,139566,139691,-,not essential,YNCJ0003C
SNR190,YNCJ0004C,snoRNA gene,139761-139950,139761,139950,-,not essential,YNCJ0004C
RPA34,YJL148W,ORF,140437-141138,140437,141138,+,not essential,YJL148W
SMT1,YJL147C,ORF,141419-142567,141419,142567,-,not essential,YJL147C
IDS2,YJL146W,ORF,143292-144701,143292,144701,+,not essential,YJL146W
SFH5,YJL145W,ORF,145160-146044,145160,146044,+,not essential,YJL145W
ROQ1,YJL144W,ORF,146359-146673,146359,146673,+,not essential,YJL144W
TIM17,YJL143W,ORF,147101-147577,147101,147577,+,essential,YJL143W
IRC9,YJL142C,ORF,147819-148211,147819,148211,-,not essential,YJL142C
YAK1,YJL141C,ORF,147967-150390,147967,150390,-,not essential,YJL141C
RPB4,YJL140W,ORF,150961-151626,150961,151626,+,not essential,YJL140W
YUR1,YJL139C,ORF,151713-152999,151713,152999,-,not essential,YJL139C
TIF2,YJL138C,ORF,153504-154691,153504,154691,-,not essential,YJL138C
GLG2,YJL137C,ORF,154985-156127,154985,156127,-,not essential,YJL137C
YJL136W-A,YJL136W-A,ORF,156169-156252,156169,156252,+,not essential,YJL136W-A
RPS21B,YJL136C,ORF,156550-157273,156550,157273,-,not essential,YJL136C
YJL135W,YJL135W,ORF,157877-158194,157877,158194,+,not essential,YJL135W
LCB3,YJL134W,ORF,158188-159417,158188,159417,+,not essential,YJL134W
DPI8,YJL133C-A,ORF,159623-159847,159623,159847,-,not essential,YJL133C-A
MRS3,YJL133W,ORF,160619-161563,160619,161563,+,not essential,YJL133W
YJL132W,YJL132W,ORF,161914-164166,161914,164166,+,not essential,YJL132W
AIM23,YJL131C,ORF,164278-165348,164278,165348,-,not essential,YJL131C
URA2,YJL130C,ORF,165723-172367,165723,172367,-,not essential,YJL130C
TRK1,YJL129C,ORF,173599-177306,173599,177306,-,not essential,YJL129C
PBS2,YJL128C,ORF,178097-180103,178097,180103,-,not essential,YJL128C
YJL127W-A,YJL127W-A,ORF,180194-180310,180194,180310,+,not essential,YJL127W-A
MCO6,YJL127C-B,ORF,181551-181709,181551,181709,-,not essential,YJL127C-B
SPT10,YJL127C,ORF,182298-184220,182298,184220,-,not essential,YJL127C
NIT2,YJL126W,ORF,184501-185424,184501,185424,+,not essential,YJL126W
GCD14,YJL125C,ORF,185528-186679,185528,186679,-,essential,YJL125C
LSM1,YJL124C,ORF,187126-187644,187126,187644,-,not essential,YJL124C
MTC1,YJL123C,ORF,188004-189440,188004,189440,-,essential,YJL123C
ALB1,YJL122W,ORF,189716-190243,189716,190243,+,not essential,YJL122W
RPE1,YJL121C,ORF,190374-191090,190374,191090,-,not essential,YJL121C
YJL120W,YJL120W,ORF,191022-191345,191022,191345,+,not essential,YJL120W
YJL119C,YJL119C,ORF,191572-191895,191572,191895,-,not essential,YJL119C
YJL118W,YJL118W,ORF,191639-192298,191639,192298,+,not essential,YJL118W
PHO86,YJL117W,ORF,192531-193466,192531,193466,+,not essential,YJL117W
NCA3,YJL116C,ORF,193860-194873,193860,194873,-,not essential,YJL116C
ASF1,YJL115W,ORF,196287-197126,196287,197126,+,not essential,YJL115W
YNCJ0005C,YNCJ0005C,tRNA gene,197313-197385,197313,197385,-,not essential,YNCJ0005C
YJLWsigma1,YJLWsigma1,long terminal repeat,197401-197494,197401,197494,+,not essential,YJLWsigma1
YJLWtau1,YJLWtau1,long terminal repeat,197545-197915,197545,197915,+,not essential,YJLWtau1
YJLWTy4-1,YJLWTy4-1,LTR retrotransposon,197545-203768,197545,203768,+,not essential,YJLWTy4-1
YJL114W,YJL114W,transposable element gene,197915-198595,197915,198595,+,not essential,YJL114W
YJL113W,YJL113W,transposable element gene,198678-203325,198678,203325,+,not essential,YJL113W
YJLWtau2,YJLWtau2,long terminal repeat,203398-203768,203398,203768,+,not essential,YJLWtau2
YJLCdelta3,YJLCdelta3,long terminal repeat,203783-204114,203783,204114,-,not essential,YJLCdelta3
ARS1008,ARS1008,ARS,204029-204917,204029,204917,0,not essential,ARS1008
YNCJ0006W,YNCJ0006W,tRNA gene,204735-204806,204735,204806,+,not essential,YNCJ0006W
MDV1,YJL112W,ORF,205305-207449,205305,207449,+,not essential,YJL112W
CCT7,YJL111W,ORF,207877-209529,207877,209529,+,essential,YJL111W
GZF3,YJL110C,ORF,209922-211577,209922,211577,-,not essential,YJL110C
UTP10,YJL109C,ORF,212000-217309,212000,217309,-,essential,YJL109C
PRM10,YJL108C,ORF,217705-218856,217705,218856,-,not essential,YJL108C
YJL107C,YJL107C,ORF,218853-220016,218853,220016,-,not essential,YJL107C
IME2,YJL106W,ORF,221390-223327,221390,223327,+,not essential,YJL106W
SET4,YJL105W,ORF,225055-226737,225055,226737,+,not essential,YJL105W
PAM16,YJL104W,ORF,227327-227776,227327,227776,+,essential,YJL104W
SNR37,YNCJ0007C,snoRNA gene,228094-228479,228094,228479,-,not essential,YNCJ0007C
ARS1009,ARS1009,ARS,228552-229043,228552,229043,0,not essential,ARS1009
GSM1,YJL103C,ORF,229025-230881,229025,230881,-,not essential,YJL103C
MEF2,YJL102W,ORF,231301-233760,231301,233760,+,not essential,YJL102W
YNCJ0008W,YNCJ0008W,tRNA gene,233939-234011,233939,234011,+,not essential,YNCJ0008W
GSH1,YJL101C,ORF,234320-236356,234320,236356,-,not essential,YJL101C
LSB6,YJL100W,ORF,237263-239086,237263,239086,+,not essential,YJL100W
CHS6,YJL099W,ORF,239414-241654,239414,241654,+,not essential,YJL099W
SAP185,YJL098W,ORF,242082-245258,242082,245258,+,not essential,YJL098W
PHS1,YJL097W,ORF,245591-246244,245591,246244,+,essential,YJL097W
MRPL49,YJL096W,ORF,246490-246975,246490,246975,+,not essential,YJL096W
ETC3,ETC3,matrix attachment site,247060-247082,247060,247082,+,not essential,ETC3
BCK1,YJL095W,ORF,247255-251691,247255,251691,+,not essential,YJL095W
KHA1,YJL094C,ORF,251821-254442,251821,254442,-,not essential,YJL094C
TOK1,YJL093C,ORF,254737-256812,254737,256812,-,not essential,YJL093C
SRS2,YJL092W,ORF,257423-260947,257423,260947,+,not essential,YJL092W
GWT1,YJL091C,ORF,261080-262552,261080,262552,-,essential,YJL091C
DPB11,YJL090C,ORF,262757-265051,262757,265051,-,essential,YJL090C
SIP4,YJL089W,ORF,265926-268415,265926,268415,+,not essential,YJL089W
ARG3,YJL088W,ORF,268799-269815,268799,269815,+,not essential,YJL088W
TRL1,YJL087C,ORF,270002-272485,270002,272485,-,essential,YJL087C
YJL086C,YJL086C,ORF,272478-272846,272478,272846,-,not essential,YJL086C
EXO70,YJL085W,ORF,272827-274698,272827,274698,+,essential,YJL085W
ALY2,YJL084C,ORF,274862-278002,274862,278002,-,not essential,YJL084C
TAX4,YJL083W,ORF,278841-280655,278841,280655,+,not essential,YJL083W
IML2,YJL082W,ORF,281185-283380,281185,283380,+,not essential,YJL082W
ARP4,YJL081C,ORF,283802-285271,283802,285271,-,essential,YJL081C
SCP160,YJL080C,ORF,285558-289226,285558,289226,-,not essential,YJL080C
PRY1,YJL079C,ORF,289875-290774,289875,290774,-,not essential,YJL079C
PRY3,YJL078C,ORF,291336-293981,291336,293981,-,not essential,YJL078C
YJL077W-B,YJL077W-B,ORF,294047-294145,294047,294145,+,not essential,YJL077W-B
ICS3,YJL077C,ORF,294666-295061,294666,295061,-,not essential,YJL077C
YJL077W-A,YJL077W-A,ORF,294799-294885,294799,294885,+,not essential,YJL077W-A
NET1,YJL076W,ORF,295245-298814,295245,298814,+,essential,YJL076W
APQ13,YJL075C,ORF,298460-298876,298460,298876,-,not essential,YJL075C
ARS1010,ARS1010,ARS,298981-299245,298981,299245,0,not essential,ARS1010
SMC3,YJL074C,ORF,299157-302849,299157,302849,-,essential,YJL074C
JEM1,YJL073W,ORF,303181-305118,303181,305118,+,not essential,YJL073W
PSF2,YJL072C,ORF,305221-305862,305221,305862,-,essential,YJL072C
ARG2,YJL071W,ORF,306132-307856,306132,307856,+,not essential,YJL071W
YJL070C,YJL070C,ORF,307971-310637,307971,310637,-,not essential,YJL070C
UTP18,YJL069C,ORF,310922-312706,310922,312706,-,essential,YJL069C
YJL068C,YJL068C,ORF,313016-313915,313016,313915,-,not essential,YJL068C
YJL067W,YJL067W,ORF,314084-314434,314084,314434,+,not essential,YJL067W
MPM1,YJL066C,ORF,314114-314872,314114,314872,-,not essential,YJL066C
DLS1,YJL065C,ORF,315054-315557,315054,315557,-,not essential,YJL065C
YJL064W,YJL064W,ORF,315175-315570,315175,315570,+,not essential,YJL064W
MRPL8,YJL063C,ORF,315759-316475,315759,316475,-,not essential,YJL063C
COA3,YJL062W-A,ORF,316723-316980,316723,316980,+,not essential,YJL062W-A
LAS21,YJL062W,ORF,317284-319776,317284,319776,+,not essential,YJL062W
NUP82,YJL061W,ORF,320016-322157,320016,322157,+,essential,YJL061W
BNA3,YJL060W,ORF,323386-324720,323386,324720,+,not essential,YJL060W
YHC3,YJL059W,ORF,324964-326190,324964,326190,+,not essential,YJL059W
BIT61,YJL058C,ORF,326242-327873,326242,327873,-,not essential,YJL058C
IKS1,YJL057C,ORF,328118-330121,328118,330121,-,not essential,YJL057C
ZAP1,YJL056C,ORF,330431-333073,330431,333073,-,not essential,YJL056C
LOG1,YJL055W,ORF,333357-334094,333357,334094,+,not essential,YJL055W
TIM54,YJL054W,ORF,334265-335701,334265,335701,+,essential,YJL054W
PEP8,YJL053W,ORF,335898-337037,335898,337037,+,not essential,YJL053W
ARS1011,ARS1011,ARS,337281-337529,337281,337529,0,not essential,ARS1011
YJL052C-A,YJL052C-A,ORF,337884-338003,337884,338003,-,not essential,YJL052C-A
TDH1,YJL052W,ORF,338271-339269,338271,339269,+,not essential,YJL052W
